l_id,longitude,latitude
2086,-87.713715,41.994568
2087,-87.645195,41.923019
1585,-87.634834,41.911423
2088,-87.680405,41.912411
2089,-87.690903,41.917568
2090,-87.63559,41.964687
2091,-87.686684,41.91647
2092,-87.629799,41.878113
2093,-87.623718,41.900021
2094,-87.609612,41.891975
2095,-87.654488,41.869373
2096,-87.65416,41.958336
2097,-87.660004,41.959999
2098,-87.644371,41.939453
2099,-87.662071,41.928852
2100,-87.640337,41.932889
2101,-87.645058,41.923115
2102,-87.629799,41.878113
2103,-87.664535,41.936399
2104,-87.658928,41.91198
2105,-87.634773,41.907154
2106,-87.63238,41.884438
2107,-87.65799,41.903214
2108,-87.596405,41.790035
2109,-87.631599,41.896027
2110,-87.743984,41.965422
2111,-87.675529,41.926018
867,-87.649948,41.963646
2112,-87.657036,41.999847
2113,-87.658607,41.909397
2114,-87.653343,41.933651
2115,-87.668747,41.932281
2116,-87.731934,41.778561
2117,-87.649945,41.963647
2118,-87.629799,41.878113
2119,-87.629524,41.888721
2120,-87.633934,41.88763
2121,-87.653976,41.935459
2122,-87.631599,41.896027
2123,-87.635498,41.892487
2124,-87.649078,41.908684
2125,-87.629799,41.878113
2126,-87.631586,41.895272
2127,-87.62991,41.89386
2128,-87.626228,41.885502
2129,-87.660881,41.934231
2132,-87.653877,41.928932
2133,-87.645203,41.923023
2134,-87.638138,41.894081
2135,-87.663948,41.93642
2136,-87.652473,41.921497
2137,-87.671197,41.943555
2138,-87.653809,41.943981
2139,-87.678299,41.946667
2140,-87.624123,41.886456
2141,-87.681976,41.890984
2142,-87.629799,41.878113
2143,-87.678299,41.946667
2144,-87.649445,41.940067
2145,-87.6241,41.890408
2146,-87.634422,41.90712
2147,-87.660217,41.988277
2148,-87.629997,41.84
2149,-87.596397,41.819752
2150,-87.669121,41.943226
2151,-87.639999,41.900002
2152,-87.650002,41.939999
2153,-87.64783,41.876663
2154,-87.68225,41.959106
2155,-87.639999,41.900002
2156,-87.648491,41.927883
2157,-87.699997,41.919998
2158,-87.699997,41.939999
2159,-87.650002,41.939999
2161,-87.64136,41.93286
1035,-87.649445,41.93271
2160,-87.650002,41.939999
2162,-87.699997,41.919998
2163,-87.660004,41.959999
2164,-87.71219,41.91732
2165,-87.639999,41.900002
2166,-87.639023,41.881935
2167,-87.639999,41.900002
2168,-87.635139,41.896687
1151,-87.687462,41.916656
2169,-87.639999,41.900002
2170,-87.629997,41.880001
2171,-87.681946,41.939526
2172,-87.629997,41.889999
2173,-87.699997,41.919998
2174,-87.660004,41.959999
2175,-87.75,42.0
2176,-87.625389,41.897144
2177,-87.70108,41.96577
2178,-87.62388,41.8605
2179,-87.709999,41.810001
2180,-87.629997,41.889999
2181,-87.67744,41.90976
2182,-87.64877,41.92644
2183,-87.639999,41.900002
2184,-87.699997,41.919998
2185,-87.63439,41.88997
2186,-87.650002,41.919998
2187,-87.650002,41.939999
2188,-87.650002,41.939999
2189,-87.620003,41.889999
2190,-87.628075,41.89163
2192,-87.627899,41.870789
2193,-87.63693,41.87783
2195,-87.62721,41.89008
2196,-87.620003,41.889999
2197,-87.629997,41.84
2194,-87.626816,41.88714
2199,-87.63085,41.881577
2200,-87.660271,41.925327
2201,-87.661607,41.947123
2202,-87.650002,41.939999
2203,-87.650002,41.939999
2204,-87.650002,41.939999
937,-87.643715,41.950962
2205,-87.65,41.94
2206,-87.628746,41.877903
2208,-87.631462,41.891979
2209,-87.629997,41.889999
2210,-87.639999,41.900002
2211,-87.65432,41.91375
2212,-87.625672,41.904242
2213,-87.67657,41.909798
2214,-87.69956,41.996403
2215,-87.650002,41.939999
2216,-87.699997,41.919998
2217,-87.639999,41.880001
2218,-87.618416,41.883492
1131,-87.650002,41.939999
2219,-87.650002,41.939999
2220,-87.650002,41.880001
2221,-87.63136,41.900948
2222,-87.70623,41.97459
2223,-87.62582,41.86682
2224,-87.668396,41.976192
2225,-87.61487,41.863018
2226,-87.63703,41.88155
2227,-87.610001,41.82
2228,-87.650002,41.939999
2230,-87.679565,41.954193
2231,-87.624237,41.900826
2232,-87.652405,41.9098
2233,-87.6494,41.945084
2234,-87.624153,41.874496
2235,-87.639999,41.880001
2236,-87.629997,41.869999
2237,-87.67766,41.918743
2238,-87.699997,41.990002
2239,-87.67005,41.93785
2240,-87.629997,41.880001
2241,-87.622604,41.897068
2243,-87.6348,41.896584
2244,-87.7137,41.9829
2242,-87.629997,41.880001
2245,-87.669998,41.900002
2246,-87.69321,41.942387
2247,-87.72736,41.94996
2248,-87.699997,41.970001
2249,-87.624359,41.88446
2250,-87.629997,41.880001
2251,-87.63,41.89
2252,-87.639999,41.900002
2253,-87.68008,41.943184
2254,-87.650002,41.919998
2255,-87.629997,41.889999
1179,-87.6685,41.912437
1182,-87.75,41.939999
2256,-87.627716,41.878204
2257,-87.62436,41.87577
2258,-87.76193,41.968773
2259,-87.61763,41.890236
2260,-87.620003,41.889999
2261,-87.639999,41.900002
2262,-87.650002,41.939999
2265,-87.67728,41.910255
2266,-87.65892,41.965374
2267,-87.6864,41.916203
2268,-87.64013,41.891857
2269,-87.69984,41.99505
2270,-87.650002,41.939999
2271,-87.629997,41.889999
2229,-87.650002,41.919998
2272,-87.643234,41.94972
2273,-87.67897,42.01931
2274,-87.626305,41.899963
2275,-87.699997,41.990002
2276,-87.629997,41.889999
2277,-87.64979,41.958103
2278,-87.708496,41.969337
2279,-87.639999,41.880001
2280,-87.639999,41.880001
2281,-87.63028,41.892994
2282,-87.699997,41.919998
2263,-87.698074,41.984844
2264,-87.682625,41.942909
2283,-87.70837,41.964005
2284,-87.7,41.92
2285,-87.7,41.92
2286,-87.63,41.87
2287,-87.71026,41.982918
2288,-87.63018,41.884075
2289,-87.63419,41.8966
2290,-87.658585,41.94978
2291,-87.64769,41.877937
2292,-87.62714,41.85879
2294,-87.66069,41.969261
2295,-87.598076,41.79129
2296,-87.63168,41.91121
2297,-87.641892,41.876968
2298,-87.66097,41.88292
2299,-87.62251,41.884323
2300,-87.65813,41.949097
2301,-87.628105,41.886806
2302,-87.788895,41.952774
1121,-87.653435,41.913727
2303,-87.633125,41.884453
2304,-87.66159,41.896152
2305,-87.63259,41.88444
2306,-87.66603,42.00833
2307,-87.63464,41.918964
2308,-87.63564,41.895878
2309,-87.76,41.88
2310,-87.72201,41.96817
2312,-87.65,41.94
2313,-87.74714,41.98996
2314,-87.7,41.92
2311,-87.624954,41.883858
2315,-87.699997,41.970001
2198,-87.653183,41.920547
2316,-87.679375,41.974987
2317,-87.680695,41.9372
2318,-87.69174,41.968235
2319,-87.69321,41.942387
2320,-87.624203,41.897446
2321,-87.6336,41.873123
2322,-87.692474,41.974445
2323,-87.61873,41.86743
2324,-87.63361,41.92573
2325,-87.69255,42.00858
2326,-87.631654,41.88384
2327,-87.62427,41.883324
2328,-87.806823,41.984104
2329,-87.622337,41.883953
2330,-87.643233,41.949719
2331,-87.695129,41.975891
2332,-87.628455,41.87818
2333,-87.682335,41.920326
2334,-87.614739,41.861865
2335,-87.627404,41.855882
2336,-87.659448,41.933092
2337,-87.702319,41.961046
2338,-87.650002,41.919998
2339,-87.637123,41.931104
2340,-87.677961,41.910268
2341,-87.62414,41.894512
2342,-87.620575,41.8732
1849,-87.615784,41.885723
2343,-87.981505,41.511552
1385,-87.657826,41.892339
2344,-87.629372,41.879414
2345,-87.659296,41.969184
2346,-87.625885,41.87573
2347,-87.619108,41.886379
2348,-87.628053,41.888711
2349,-87.681866,41.958064
2350,-87.659926,41.979779
2351,-87.6261,41.879173
2352,-87.634195,41.882073
2353,-87.641396,41.926598
2354,-87.640171,41.948894
1524,-87.626433,41.872997
2355,-87.692571,41.997695
2356,-87.632979,41.852882
2357,-87.576032,41.782829
2358,-87.627887,41.883814
2359,-87.633617,41.925732
2360,-87.631069,41.889774
2361,-87.625067,41.878896
2362,-87.699837,41.995049
2363,-87.733064,41.967848
2364,-87.627713,41.878205
2365,-87.628104,41.8933
2366,-87.736221,41.953979
2367,-87.63565,41.896074
2368,-87.65226,41.94194
2369,-87.71641,41.88625
2370,-87.688465,41.925144
2371,-87.705783,41.928663
2372,-87.69786,41.691303
2373,-87.629238,41.889006
2374,-87.676854,41.952109
2375,-87.624474,41.879532
878,-87.65518,41.961765
2377,-87.684565,42.019003
2378,-87.621899,41.899227
1048,-87.630936,41.88321
2380,-87.737582,41.960743
2379,-88.118315,42.379848
2381,-87.626949,41.881406
2382,-87.619053,41.889395
2383,-87.607456,41.892166
2384,-87.62841,41.889809
2385,-87.636677,41.884519
2386,-87.84591,42.313484
2387,-87.682189,42.019081
2388,-87.655287,41.973824
2389,-87.662712,41.920162
2390,-87.566414,41.76699
2391,-87.614061,41.885117
2392,-87.682018,41.953986
2393,-87.614877,41.893477
2394,-87.670757,41.959402
2395,-87.67701,41.909815
2397,-87.624374,41.87456
2398,-87.65388,41.92217
2399,-87.633736,41.927441
2400,-87.714065,41.983267
2401,-87.641587,41.881857
2402,-87.645897,41.965895
2046,-87.715391,41.975562
2403,-87.674931,41.922942
2404,-87.710387,41.947975
2405,-87.683516,41.961245
2406,-87.632291,41.852141
2407,-87.643929,41.935172
2408,-87.630765,41.890421
2409,-87.66419,41.921839
2410,-87.632637,41.914902
2411,-87.630144,41.880356
2412,-87.631674,41.911174
2413,-87.62903,41.898315
2414,-87.642367,41.928811
2415,-87.633617,41.925732
2416,-87.626052,41.880473
2419,-87.591746,41.798091
2420,-87.633949,41.885395
2421,-87.624279,41.883262
2422,-87.727675,41.944677
2423,-87.624954,41.881451
2396,-87.633126,41.853672
2424,-87.627585,41.897395
2425,-87.637199,41.879211
2426,-87.634476,41.909042
2427,-87.697177,41.990147
2428,-87.646516,41.933013
2429,-87.658524,41.926575
2430,-87.637607,41.89596
2431,-87.686822,41.89574
2432,-87.627768,41.899718
2434,-87.628141,41.893195
2435,-87.702382,41.997506
2436,-87.629101,41.889828
2437,-87.62953,41.888799
2438,-87.67747,41.91035
2439,-87.625358,41.891583
2440,-87.679168,41.902868
2441,-87.666157,42.007595
2443,-87.623732,41.895194
2444,-87.677232,41.919327
2445,-87.650886,41.858058
2446,-87.654429,41.967834
2447,-87.681901,41.908632
2448,-87.59809,41.791412
2449,-87.672575,41.90354
2450,-87.661885,41.885062
2451,-87.654966,41.924832
2452,-87.666077,41.998152
2453,-87.626381,41.895996
2454,-87.607826,41.838615
2456,-87.624028,41.898417
2457,-87.66073,42.00157
2458,-87.698975,42.011833
2459,-87.636529,41.941898
2460,-87.625549,41.865295
2461,-87.67394,41.965071
2462,-87.695604,41.968584
2463,-87.699862,41.968263
2455,-87.64783,41.936436
2191,-87.709652,41.975702
2464,-87.69294,41.937775
2465,-87.625674,41.898376
2466,-87.626752,41.853839
2467,-87.677282,41.918479
2468,-87.716436,41.934569
2469,-87.670593,41.906006
971,-87.617106,41.896862
2470,-87.716667,41.946552
2472,-87.688525,41.930345
2473,-87.614118,41.864792
2471,-87.713481,41.975109
2474,-87.624241,41.880668
2475,-87.708869,41.983076
2476,-87.65,41.85
2477,-87.762812,41.969727
2478,-87.653955,41.947008
2479,-87.624484,41.882659
2480,-87.688836,41.954809
2481,-87.615911,41.793789
2442,-87.649656,41.942175
2482,-87.683076,41.910142
2483,-87.643579,41.896472
2484,-87.698242,41.939071
2485,-87.658452,41.966974
2486,-87.667092,41.966871
2487,-87.629704,41.894128
2488,-87.627768,41.899718
2489,-87.62971,41.893547
2490,-87.682733,41.959424
2491,-87.679561,41.939355
2492,-87.665971,42.007415
2493,-87.652437,41.942205
2494,-87.678277,41.887411
2495,-87.689434,41.974217
2496,-87.63539,41.8879
2497,-87.632065,41.850608
1443,-87.705585,41.927998
2498,-87.624266,41.883322
2499,-87.631575,41.893717
2500,-87.639542,41.940124
2501,-87.664527,41.921825
2502,-87.671036,41.942814
2503,-87.658455,41.949382
2504,-87.66441,41.89639
2505,-87.541527,41.723724
2506,-87.650052,41.850033
2507,-87.635826,41.896172
2508,-87.626938,41.862396
2509,-87.71354,41.789585
2510,-87.652817,41.963295
2512,-87.623235,41.900011
2513,-87.664365,41.921607
2514,-87.626129,41.878952
2515,-87.625084,41.88321
2516,-87.677533,41.914586
2517,-87.590118,41.791515
2518,-87.608093,41.891434
2511,-87.651018,41.858128
2520,-87.641357,41.926678
2521,-87.653064,41.918062
1685,-87.697655,41.984486
2522,-87.621506,41.898476
2523,-87.621284,41.897167
2524,-87.625214,41.903633
2433,-87.625214,41.903633
2525,-87.675644,41.90937
2526,-87.637356,41.888031
2527,-87.634865,41.910576
2528,-87.685493,41.934517
2529,-87.66124,42.005253
2530,-87.637123,41.931104
2531,-87.629799,41.878113
2532,-87.640572,41.893818
2533,-87.68078,41.93954
2534,-87.691772,41.91547
2535,-87.620071,41.891914
2536,-87.683097,41.96072
2537,-87.702049,41.863235
2538,-87.63072,41.87667
2540,-87.665718,42.007923
1340,-87.634194,41.896599
2541,-87.708606,41.929785
2542,-87.716438,41.93457
2543,-87.681152,41.886726
2544,-87.693291,41.955849
2545,-87.629799,41.878113
2546,-87.642868,41.929485
2547,-87.626938,41.862396
2548,-87.655037,41.981537
1337,-87.626213,41.900032
2549,-87.736603,41.796192
2550,-87.642607,41.928775
2551,-87.649139,41.866589
2552,-87.683746,41.961315
2553,-87.625374,41.884857
2554,-87.634087,41.8908
2555,-87.7155,41.975693
6384,-87.634012,41.876569
2556,-87.618668,41.866463
2557,-87.714365,41.946543
2558,-87.676558,41.903327
2559,-87.707237,41.917114
2561,-87.595589,41.788712
2562,-87.679253,41.954582
2564,-87.681206,41.954136
2565,-87.684296,41.962589
2566,-87.69709,41.938679
1388,-87.628014,41.892971
2563,-87.72266,41.985504
2130,-87.641721,41.933156
2131,-87.630142,41.881607
2567,-87.620102,41.893177
2568,-87.580171,41.792389
2560,-87.649452,41.932804
2569,-87.646164,41.866959
2570,-87.666071,42.009217
2571,-87.621994,41.88493
2572,-87.65451,41.869381
2573,-87.66403,41.89612
2574,-87.626938,41.862396
2575,-87.679276,41.973167
2576,-87.668758,41.976933
2577,-87.627769,41.899719
2578,-87.687372,41.916404
2579,-87.628082,41.891266
2581,-87.654619,41.928971
2580,-87.628023,41.891036
2582,-87.644318,41.941544
2583,-87.644493,41.871044
2584,-87.61675,41.877983
2585,-87.619591,41.866146
2586,-87.697372,41.927979
2587,-87.613983,41.867573
2588,-87.599959,41.793736
2589,-87.630236,41.883325
2590,-87.631409,41.889675
2591,-87.627884,41.883575
2592,-87.66433,41.878239
2593,-87.643066,41.891281
2595,-87.654381,41.775955
2596,-87.682884,41.910126
2597,-87.632263,41.868237
2598,-87.841923,41.93886
2599,-87.624756,41.913006
2594,-87.679787,41.917599
2600,-87.871346,42.010872
2601,-87.654938,41.915123
2602,-87.629799,41.878113
2603,-87.674713,41.908283
2604,-87.628967,41.879742
2605,-87.676058,41.909732
2606,-87.576843,41.780552
2607,-87.648361,41.949139
2608,-87.678688,41.947464
2609,-87.767383,41.99756
2610,-87.626675,41.875736
2612,-87.72823,41.975018
2613,-87.685905,41.964279
2614,-87.629799,41.878113
2615,-87.648628,41.917908
2611,-87.65522,41.946091
1506,-87.64637,41.932865
2616,-87.641251,41.884102
2617,-87.629097,41.880726
1355,-87.640839,41.926586
2618,-87.652184,41.93985
2620,-87.629799,41.878113
2621,-87.634972,41.911289
2619,-87.645378,41.962132
2622,-87.655479,41.924099
2624,-87.63031,41.895622
2625,-87.632519,41.889183
2626,-87.647148,41.871891
2627,-87.658081,41.892033
2628,-87.654175,41.944866
2629,-87.664268,41.965004
2630,-87.637047,41.892361
2631,-87.626396,41.896694
2623,-87.684723,41.915268
2632,-87.631821,41.854301
2633,-87.677849,41.915199
2634,-87.657272,41.878048
2635,-87.622223,41.892612
2636,-87.727158,41.816811
2637,-87.625015,41.884499
2638,-87.634697,41.910526
2639,-87.636787,41.939468
2640,-87.677361,41.908218
2641,-87.631737,41.890003
2642,-87.653877,41.933022
2643,-87.636787,41.939468
2644,-87.66851,41.975819
2645,-87.654976,41.945091
2646,-87.653183,41.942829
2647,-87.659218,41.921921
2648,-87.712784,41.917599
2649,-87.634766,41.912071
2650,-87.677849,41.915199
2651,-87.697662,41.92186
2652,-87.683159,41.960598
2653,-87.631943,41.890259
1037,-87.627525,41.900089
2654,-87.629799,41.878113
2655,-87.654579,41.968361
1055,-87.664017,41.946896
1005,-87.677376,41.911339
2656,-87.679359,41.974426
2657,-87.66436,41.946743
2658,-87.617638,41.885406
2659,-87.659523,41.933262
2660,-87.697029,41.910271
2661,-87.652359,41.908699
2663,-87.704697,41.927508
2664,-87.63134,41.895191
2665,-87.68832,41.959633
2666,-87.670517,41.903561
2667,-87.621208,41.857719
2668,-87.707243,41.930101
2669,-87.67939,41.942979
2670,-87.699582,41.995355
2671,-87.639863,41.940549
2672,-87.647426,41.884275
2673,-87.680305,41.917633
2674,-87.663948,41.949863
2675,-87.661797,41.884441
2676,-87.630236,41.883325
1504,-87.677689,41.915058
2678,-87.621887,41.884037
2679,-87.633606,41.925739
2680,-87.623337,41.890347
2681,-87.6234,41.868134
2677,-87.671043,41.943497
2682,-87.67852,41.943295
2683,-87.667114,41.967072
2684,-87.652901,41.917908
2685,-87.63456,41.915474
2686,-87.629799,41.878113
2687,-87.624092,41.873241
2688,-87.76401,41.968678
2689,-87.653908,41.93787
2690,-87.722771,41.968571
2691,-87.653076,41.92186
2693,-87.609596,41.891979
2694,-87.687744,41.9674
2692,-87.699394,41.986221
2695,-87.63559,41.964687
2697,-87.652885,41.942806
2699,-87.708481,41.96788
2700,-87.658516,41.937557
2701,-87.6343,41.885448
2702,-87.623283,41.882679
2703,-87.648727,41.920212
2704,-87.654282,41.944679
2707,-87.634811,41.853203
2705,-87.706596,41.989574
2706,-87.657288,41.898796
2709,-87.628319,41.893116
2710,-87.663651,41.939655
2711,-87.663025,41.869427
2712,-87.702309,41.9734
2708,-87.629799,41.878113
2713,-87.633209,41.888828
2714,-87.748856,41.953304
2715,-87.672096,41.907093
2716,-87.699898,41.995148
2717,-87.777191,41.953056
2718,-87.663933,41.944332
2719,-87.653885,41.93375
2720,-87.659126,41.891346
2721,-87.631599,41.896027
2722,-87.629799,41.878113
2723,-87.629433,41.888725
2725,-87.658009,41.969423
2726,-87.661148,41.869579
2727,-87.689888,42.001354
2728,-87.668594,41.9048
2729,-87.692307,41.975433
2730,-87.629921,41.893627
2731,-87.601219,41.790112
2732,-87.633064,41.893997
2724,-87.655167,41.945656
2733,-87.66299,41.913704
2734,-87.761246,41.902225
2735,-87.624023,41.888142
2736,-87.638138,41.894081
2737,-87.624687,41.882252
2738,-87.655227,41.945163
2739,-87.684982,41.918266
2740,-87.631577,41.890018
2741,-87.653992,41.939472
2742,-87.661087,41.903419
2743,-87.645195,41.923019
2744,-87.625229,41.899601
2745,-87.630669,41.894428
2746,-87.638962,41.904015
2747,-87.669243,41.940304
2748,-87.599823,41.794762
2749,-87.636597,41.895851
2750,-87.652168,41.942196
2751,-87.722748,41.985516
1683,-87.610001,41.82
2752,-87.650002,41.919998
2753,-87.650002,41.939999
2754,-87.631447,41.891617
2755,-87.65699,41.877113
2756,-87.62447,41.882423
2757,-87.652,41.95139
2758,-87.660004,41.959999
2759,-87.669998,41.900002
2760,-87.610001,41.82
2761,-87.63165,41.91077
2762,-87.666512,41.924908
2763,-87.653076,41.910328
2764,-87.75,41.939999
2765,-87.673683,41.903522
2766,-87.628845,41.865166
2767,-87.629997,41.880001
2768,-87.699997,41.939999
2769,-87.699997,41.939999
2770,-87.699997,41.939999
2771,-87.63136,41.900948
2772,-87.62766,41.874935
2773,-87.65101,41.952717
885,-87.62569,41.861664
2774,-87.650002,41.880001
2775,-87.668531,41.979881
2776,-87.64983,41.910892
2777,-87.620003,41.889999
2778,-87.620003,41.889999
2779,-87.636665,41.87775
2780,-87.669998,41.900002
2781,-87.61761,41.889065
2782,-87.668556,41.927074
2784,-87.650002,41.939999
2785,-87.650002,41.919998
2783,-87.69075,41.895973
2786,-87.658897,41.891084
2787,-87.64864,41.884495
2788,-87.620003,41.889999
2789,-87.623955,41.858616
2790,-87.713898,41.814201
2791,-87.639999,41.900002
2792,-87.633781,41.892029
2793,-87.66723,41.89098
2794,-87.649605,41.877907
2795,-87.629997,41.880001
2796,-87.669998,42.009998
2797,-87.629997,41.889999
2662,-87.63072,41.87667
2798,-87.66332,41.869316
2799,-87.669998,41.900002
2800,-87.629997,41.889999
2801,-87.655342,41.929798
2802,-87.6737,41.979668
2803,-87.629997,41.889999
2804,-87.650002,41.919998
1170,-87.586502,41.803768
2806,-87.632523,41.889183
2807,-87.669998,41.900002
2808,-87.66153,41.893425
2539,-87.7,41.94
2809,-87.650002,41.919998
2810,-87.6826,41.9596
2812,-87.629997,41.889999
2813,-87.677055,41.95173
2814,-87.661575,41.893425
2811,-87.60189,41.76392
2815,-87.6528,41.92174
2816,-87.650002,41.939999
2817,-87.6511,41.909824
2818,-87.668625,41.904736
2819,-87.67609,41.91597
2820,-87.669304,41.967396
2821,-87.64683,41.864685
2822,-87.653076,41.910328
2376,-87.65057,41.97212
2823,-87.66,41.96
2824,-87.677444,41.943226
2825,-87.676193,41.896065
2826,-87.71346,41.932465
2827,-87.65443,41.94341
884,-87.619064,41.892605
2828,-87.6685,41.912437
2829,-87.689026,41.92965
2830,-87.62554,41.854923
2831,-87.682625,41.94291
845,-87.630104,41.873405
2805,-87.62531,41.86659
2832,-87.677158,41.911569
2833,-87.672038,41.903006
1265,-87.649445,41.946815
2834,-87.64657,41.85575
2835,-87.651172,41.898132
2836,-87.642394,41.885713
2837,-87.620852,41.87315
2838,-87.668514,41.975819
2839,-87.654021,41.937846
2840,-87.739525,41.944347
2841,-87.656156,41.921881
2842,-87.627887,41.883814
2843,-87.655941,41.94599
2844,-87.685352,41.964242
2845,-87.629196,41.87228
2846,-87.678894,41.947388
2847,-87.674904,41.881344
2848,-87.622303,41.885839
2849,-87.656655,41.946873
2850,-87.73375,41.934282
1812,-87.625178,41.875996
2851,-87.619105,41.88088
2852,-87.64082,41.892743
2853,-87.79427,41.960022
2854,-87.726,41.816253
2855,-87.65467,41.932358
2856,-87.663963,41.949818
2857,-87.628746,41.877697
2858,-87.733403,41.932948
2859,-87.646336,41.932764
2860,-87.619541,41.884533
2861,-87.644813,41.940481
2862,-87.65301,41.86162
2863,-87.697655,41.922833
2864,-87.650036,41.926057
2865,-87.763483,41.930955
2866,-87.665489,42.001964
2867,-87.650612,41.972228
2868,-87.648613,41.932203
2869,-87.677961,41.910268
2870,-87.638535,41.902815
2871,-87.697662,41.919361
2872,-87.629087,41.890069
2873,-87.6869,41.900326
2874,-87.635206,41.87779
2875,-87.679405,41.91774
2698,-87.643612,41.905066
2877,-87.636536,41.894753
2878,-87.624808,41.886485
2879,-87.71992,41.942795
2876,-87.625748,41.865215
2880,-87.646151,41.864788
2881,-87.651054,41.909454
2882,-87.676319,41.909982
2883,-87.636029,41.896252
2884,-87.62809,41.887844
1501,-87.624218,41.866646
2885,-87.654317,41.913737
1251,-87.651957,41.886752
2887,-87.632559,41.829061
2888,-87.651592,41.909831
2889,-87.72297,41.87155
2890,-87.63751,41.88033
2891,-87.649354,41.942717
2892,-87.76154,41.968834
2893,-87.624747,41.871574
2894,-87.651296,41.918402
2895,-87.656226,41.95864
2896,-87.682984,41.95972
2897,-87.632519,41.889183
2898,-87.656444,41.9159
2899,-87.687398,41.96315
2900,-87.675365,41.939631
2901,-87.629371,41.867468
2902,-87.575188,41.781887
2903,-87.633614,41.925718
2904,-87.649449,41.949241
2905,-87.6063,41.796773
2906,-87.585208,41.786229
2907,-87.653544,41.853203
2908,-87.610111,41.86615
2909,-87.644747,41.942141
2910,-87.655187,41.945315
2911,-87.687462,41.916656
2912,-87.66775,42.00775
2913,-87.638599,41.922525
2914,-87.653959,41.947271
2915,-87.623574,41.880257
2916,-87.66496,41.90208
2917,-87.601218,41.78875
2918,-87.67335,42.006653
2886,-87.696787,41.739077
2920,-87.672981,41.856071
2921,-87.563868,41.768263
2919,-87.639343,41.923512
2922,-87.642845,41.887413
2923,-87.65493,41.89016
2924,-87.734161,41.953651
2925,-87.77917,41.952904
2926,-87.721916,41.852177
1957,-87.651796,41.939944
2927,-87.624257,41.883207
2928,-87.665689,41.998052
2929,-87.65242,41.951683
2696,-87.700211,41.910854
2930,-87.652179,41.95713
2931,-87.599495,41.809612
2932,-87.650312,41.939261
2933,-87.78994,41.952854
2934,-87.646713,41.864572
2935,-87.68103,42.010098
2936,-87.649453,41.947176
2938,-87.659851,41.951149
2939,-87.660387,41.969621
2940,-87.629463,41.872093
2941,-87.637146,41.881777
2942,-87.648872,41.896104
2943,-87.625115,41.853898
2944,-87.676016,42.018758
2945,-87.648635,41.911835
2946,-87.624748,41.871574
2947,-87.639305,41.961468
2949,-87.692553,42.008581
2950,-87.960251,42.097343
2951,-87.735566,41.941061
2952,-87.642403,41.95298
2954,-87.696869,41.902931
2937,-87.666161,42.007626
2955,-87.624135,41.874361
1280,-87.677338,42.008053
2956,-87.654419,41.955307
2957,-87.777557,42.152363
2958,-87.61379,41.891094
2960,-87.646996,41.8914
2962,-87.646672,41.918797
2963,-87.632996,41.92448
2961,-87.641228,41.884117
2964,-87.64032,41.932941
2965,-87.626781,41.895672
2966,-87.652176,41.95713
2967,-87.608109,41.827534
2968,-87.601791,41.816872
2969,-87.637123,41.931104
2970,-87.625374,41.884857
2971,-87.68066,41.936541
2972,-87.762245,41.996971
2973,-87.654083,41.927959
2974,-87.677132,41.909302
2976,-87.63559,41.964687
2975,-87.637107,41.882243
2977,-88.053009,42.343022
2978,-87.693206,41.942385
2979,-87.626626,41.888878
2980,-87.666344,41.923138
2981,-87.596349,41.787234
2982,-87.672993,41.921362
2983,-87.787056,41.997383
2984,-87.683097,41.96072
2985,-87.600164,41.816686
2986,-87.65494,41.955006
2987,-87.629799,41.878113
2988,-87.607689,41.793983
2989,-87.663742,41.951351
2990,-87.669304,41.967148
2991,-87.663956,41.950451
2992,-87.628135,41.894318
2993,-87.659496,41.883795
2994,-87.648941,41.949932
2995,-87.64678,41.924046
2996,-87.627457,41.885368
2997,-87.654449,41.914803
2998,-87.66505,41.95435
2999,-87.649467,41.952221
3000,-87.593781,41.757248
3001,-87.66855,41.904686
3002,-87.636726,41.884319
3003,-87.627388,41.884212
3004,-87.674218,41.876262
3005,-87.658567,41.86938
3007,-87.633278,41.81152
3008,-87.671036,41.943405
3009,-87.634918,41.911526
3010,-87.683647,41.997772
3011,-87.654388,41.94389
3012,-87.654388,41.94389
3013,-87.676506,41.950996
3014,-87.6614,41.921486
3015,-87.654186,41.838868
3016,-87.646054,41.887142
3017,-87.681572,41.912823
3018,-87.608246,41.75827
2948,-87.618913,41.891024
3019,-87.648636,41.900784
3020,-87.661659,41.934521
3021,-87.599869,41.825428
3022,-87.586319,41.768913
3023,-87.66629,41.96315
3024,-87.641449,41.949921
3025,-87.616539,41.809292
3026,-87.65374,41.918095
3027,-87.607412,41.866475
3006,-87.66954,42.007587
3028,-87.628754,41.884609
3029,-87.648975,41.932266
3030,-87.651276,41.884125
3031,-87.629799,41.878113
3032,-87.66378,41.963974
3033,-87.609612,41.891975
3034,-87.625389,41.875645
3036,-87.674149,41.88126
3038,-87.639381,41.878681
3039,-87.667442,41.907143
3040,-87.698853,41.910538
3041,-87.654381,41.893562
3042,-87.631599,41.896027
3043,-87.659874,41.982853
3035,-87.669281,41.966423
3045,-87.646637,41.858093
3046,-87.680954,42.010422
3047,-87.634865,41.911499
3048,-87.625046,41.883667
3049,-87.674179,41.910534
3051,-87.624435,41.899593
3052,-87.669281,41.966423
3053,-87.701241,41.906986
3054,-87.719223,41.853119
3055,-87.862602,41.975044
6490,-87.622699,41.892001
3050,-87.66954,42.007587
3056,-87.663902,41.925129
